eregistry_key,irn,Levels,Key1,Key2,Key3,Key4,Key5,Key6,Key7,Key8,Key9,Key10,Value,SummaryData,AdmImportIdentifier,AdmInsertedBy,AdmDateInserted,AdmTimeInserted,AdmDateModified,AdmTimeModified,AdmModifiedBy,OwnerId,AdmPublishWebNoPassword,AdmPublishWebPassword,SecRecordStatus,AdmSystemIdentifier
1762,3203,6,"Group","Health Sciences 3","Table","ebibliography","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 3|Table|ebibliography|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1763,3204,5,"Group","Health Sciences 3","Table","ebibliography","Operations","","","","","","daDittoAll;daDisplay;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 3|Table|ebibliography|Operations|daDittoAll;daDisplay;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1764,3205,6,"Group","Health Sciences 3","Table","ecatalogue","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 3|Table|ecatalogue|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1765,3206,5,"Group","Health Sciences 3","Table","ecatalogue","Insert Tab Order Selected","","","","","","Health Sciences","Group|Health Sciences 3|Table|ecatalogue|Insert Tab Order Selected|Health Sciences","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1766,4628,6,"Group","Health Sciences 3","Table","ecatalogue","List Columns","Health Science View","","","","","CatCatalogNumber=100;VerVerbatimLabel=100;EduObjectName=100;HSPathology_tab=100#17","Group|Health Sciences 3|Table|ecatalogue|List Columns|Health Science View|CatCatalogNumber=100;VerVerbatimLabel=100;EduObjectName=100;HSPathology_tab=100#17","","emu",2018-01-16,"21:18:05",2018-01-16,"21:18:05","emu","rbusch","","","",""
1767,3207,5,"Group","Health Sciences 3","Table","ecatalogue","Operations","","","","","","daDittoAll;daDisplay;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 3|Table|ecatalogue|Operations|daDittoAll;daDisplay;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1768,3208,5,"Group","Health Sciences 3","Table","ecatalogue","Query Tab Order Selected","","","","","","Health Sciences","Group|Health Sciences 3|Table|ecatalogue|Query Tab Order Selected|Health Sciences","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1769,4629,6,"Group","Health Sciences 3","Table","ecatalogue","Sort","Health Sciences","","","","","CatCatalogNumber;VerVerbatimLabel;EduObjectName;--wordbased","Group|Health Sciences 3|Table|ecatalogue|Sort|Health Sciences|CatCatalogNumber;VerVerbatimLabel;EduObjectName;--wordbased","","emu",2018-01-16,"21:18:05",2018-01-16,"21:18:05","emu","rbusch","","","",""
1770,3209,6,"Group","Health Sciences 3","Table","ecatalogue","Tabs","Default","","","","","AllCatHsTab;AllHSTab;AllColTab;AllTisTab;AllGenTab;AllVerLTab;AllMeaTab;AllLocDmnsTab;AllRelTab;AllParTab;AllAssTab;AllLegTab;AllLoaTab;AllConTab;AllHisTab;AllTasTab;AllNteTab;AllMedTab;AllMmDetTab;AllSecTab;AllAdtTab;AllAdmTab;QryCatHsTab;QryHSTab;QryColTab;QryTisTab;QryGenTab;QryVerLTab;QryMeaTab;QryLocDmnsTab;QryAssTab;QryLegTab;QryLoaTab;QryConTab;QryHisTab;QryTasTab;QryNteTab;QryMedTab;QryMmDetTab;QrySecTab;QryAdtTab;QryAdmTab;AllVerLTab;QryVerLTab;AllEduTab;QryEduTab","Group|Health Sciences 3|Table|ecatalogue|Tabs|Default|AllCatHsTab;AllHSTab;AllColTab;AllTisTab;AllGenTab;AllVerLTab;AllMeaTab;AllLocDmnsTab;AllRelTab;AllParTab;AllAssTab;AllLegTab;AllLoaTab;AllConTab;AllHisTab;AllTasTab;AllNteTab;AllMedTab;AllMmDetTab;AllSecTab;AllAdtTab;AllAdmTab;QryCatHsTab;QryHSTab;QryColTab;QryTisTab;QryGenTab;QryVerLTab;QryMeaTab;QryLocDmnsTab;QryAssTab;QryLegTab;QryLoaTab;QryConTab;QryHisTab;QryTasTab;QryNteTab;QryMedTab;QryMmDetTab;QrySecTab;QryAdtTab;QryAdmTab;AllVerLTab;QryVerLTab;AllEduTab;QryEduTab","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1771,3210,6,"Group","Health Sciences 3","Table","ecollectionevents","Column Access","Default","","","","","dvDisplay;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 3|Table|ecollectionevents|Column Access|Default|dvDisplay;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1772,3211,5,"Group","Health Sciences 3","Table","ecollectionevents","Operations","","","","","","daDittoAll;daDisplay;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 3|Table|ecollectionevents|Operations|daDittoAll;daDisplay;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1773,3212,6,"Group","Health Sciences 3","Table","emultimedia","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 3|Table|emultimedia|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1774,3213,5,"Group","Health Sciences 3","Table","emultimedia","Operations","","","","","","daDittoAll;daDisplay;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 3|Table|emultimedia|Operations|daDittoAll;daDisplay;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1775,3214,6,"Group","Health Sciences 3","Table","enarratives","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 3|Table|enarratives|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1776,3215,5,"Group","Health Sciences 3","Table","enarratives","Operations","","","","","","daDittoAll;daDisplay;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 3|Table|enarratives|Operations|daDittoAll;daDisplay;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1777,3216,6,"Group","Health Sciences 3","Table","eparties","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 3|Table|eparties|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1778,3217,5,"Group","Health Sciences 3","Table","eparties","Operations","","","","","","daDittoAll;daDisplay;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 3|Table|eparties|Operations|daDittoAll;daDisplay;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1779,3202,3,"Group","Health Sciences 3","Table Access","","","","","","","","ecatalogue;ecollectionevents;eaccessionlots;eevents;eloans;elocations;econservation;ebibliography;erights;eparties;enarratives;emultimedia;econdition;einternal;ethesaurus;egazetteer;eoperations","Group|Health Sciences 3|Table Access|ecatalogue;ecollectionevents;eaccessionlots;eevents;eloans;elocations;econservation;ebibliography;erights;eparties;enarratives;emultimedia;econdition;einternal;ethesaurus;egazetteer;eoperations","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1780,3219,6,"Group","Health Sciences 4","Table","ebibliography","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 4|Table|ebibliography|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1781,3220,5,"Group","Health Sciences 4","Table","ebibliography","Operations","","","","","","daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 4|Table|ebibliography|Operations|daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1782,3221,6,"Group","Health Sciences 4","Table","ecatalogue","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 4|Table|ecatalogue|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1783,3222,5,"Group","Health Sciences 4","Table","ecatalogue","Insert Tab Order Selected","","","","","","Health Sciences","Group|Health Sciences 4|Table|ecatalogue|Insert Tab Order Selected|Health Sciences","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1784,4630,6,"Group","Health Sciences 4","Table","ecatalogue","List Columns","Health Science View","","","","","CatCatalogNumber=100;VerVerbatimLabel=100;EduObjectName=100;HSPathology_tab=100#17","Group|Health Sciences 4|Table|ecatalogue|List Columns|Health Science View|CatCatalogNumber=100;VerVerbatimLabel=100;EduObjectName=100;HSPathology_tab=100#17","","emu",2018-01-16,"21:18:05",2018-01-16,"21:18:05","emu","rbusch","","","",""
1785,3223,5,"Group","Health Sciences 4","Table","ecatalogue","Operations","","","","","","daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 4|Table|ecatalogue|Operations|daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1786,3224,5,"Group","Health Sciences 4","Table","ecatalogue","Query Tab Order Selected","","","","","","Health Sciences","Group|Health Sciences 4|Table|ecatalogue|Query Tab Order Selected|Health Sciences","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1787,4631,6,"Group","Health Sciences 4","Table","ecatalogue","Sort","Health Sciences","","","","","CatCatalogNumber;VerVerbatimLabel;EduObjectName;--wordbased","Group|Health Sciences 4|Table|ecatalogue|Sort|Health Sciences|CatCatalogNumber;VerVerbatimLabel;EduObjectName;--wordbased","","emu",2018-01-16,"21:18:05",2018-01-16,"21:18:05","emu","rbusch","","","",""
1788,3225,6,"Group","Health Sciences 4","Table","ecatalogue","Tabs","Default","","","","","AllCatHsTab;AllHSTab;AllColTab;AllTisTab;AllGenTab;AllVerLTab;AllMeaTab;AllLocDmnsTab;AllRelTab;AllParTab;AllAssTab;AllLegTab;AllLoaTab;AllConTab;AllHisTab;AllTasTab;AllNteTab;AllMedTab;AllMmDetTab;AllSecTab;AllAdtTab;AllAdmTab;QryCatHsTab;QryHSTab;QryColTab;QryTisTab;QryGenTab;QryVerLTab;QryMeaTab;QryLocDmnsTab;QryAssTab;QryLegTab;QryLoaTab;QryConTab;QryHisTab;QryTasTab;QryNteTab;QryMedTab;QryMmDetTab;QrySecTab;QryAdtTab;QryAdmTab;AllVerLTab;QryVerLTab;AllNotNotesTab;QryNotTab","Group|Health Sciences 4|Table|ecatalogue|Tabs|Default|AllCatHsTab;AllHSTab;AllColTab;AllTisTab;AllGenTab;AllVerLTab;AllMeaTab;AllLocDmnsTab;AllRelTab;AllParTab;AllAssTab;AllLegTab;AllLoaTab;AllConTab;AllHisTab;AllTasTab;AllNteTab;AllMedTab;AllMmDetTab;AllSecTab;AllAdtTab;AllAdmTab;QryCatHsTab;QryHSTab;QryColTab;QryTisTab;QryGenTab;QryVerLTab;QryMeaTab;QryLocDmnsTab;QryAssTab;QryLegTab;QryLoaTab;QryConTab;QryHisTab;QryTasTab;QryNteTab;QryMedTab;QryMmDetTab;QrySecTab;QryAdtTab;QryAdmTab;AllVerLTab;QryVerLTab;AllNotNotesTab;QryNotTab","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1789,3226,6,"Group","Health Sciences 4","Table","ecollectionevents","Column Access","Default","","","","","dvDisplay;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 4|Table|ecollectionevents|Column Access|Default|dvDisplay;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1790,3227,5,"Group","Health Sciences 4","Table","ecollectionevents","Operations","","","","","","daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 4|Table|ecollectionevents|Operations|daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1791,3228,6,"Group","Health Sciences 4","Table","eevents","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 4|Table|eevents|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1792,3229,5,"Group","Health Sciences 4","Table","eevents","Operations","","","","","","daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 4|Table|eevents|Operations|daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1793,3230,6,"Group","Health Sciences 4","Table","elocations","Column Access","Default","","","","","dvDisplay;dvEdit;dvInsert;dvQuery;duQuery","Group|Health Sciences 4|Table|elocations|Column Access|Default|dvDisplay;dvEdit;dvInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-03-21,"09:49:16","Sam Schiller","hthorwald","","","",""
1794,3231,5,"Group","Health Sciences 4","Table","elocations","Operations","","","","","","daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 4|Table|elocations|Operations|daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1795,3232,6,"Group","Health Sciences 4","Table","emultimedia","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 4|Table|emultimedia|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1796,3233,5,"Group","Health Sciences 4","Table","emultimedia","Operations","","","","","","daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 4|Table|emultimedia|Operations|daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1797,3234,6,"Group","Health Sciences 4","Table","enarratives","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 4|Table|enarratives|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1798,3235,5,"Group","Health Sciences 4","Table","enarratives","Operations","","","","","","daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 4|Table|enarratives|Operations|daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1799,3236,6,"Group","Health Sciences 4","Table","eparties","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","Group|Health Sciences 4|Table|eparties|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1800,3237,5,"Group","Health Sciences 4","Table","eparties","Operations","","","","","","daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","Group|Health Sciences 4|Table|eparties|Operations|daDelete;daDisplay;daDittoAll;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1801,3218,3,"Group","Health Sciences 4","Table Access","","","","","","","","ecatalogue;ecollectionevents;eaccessionlots;eevents;eloans;elocations;econservation;ebibliography;erights;eparties;enarratives;emultimedia;econdition;einternal;ethesaurus;egazetteer;eoperations","Group|Health Sciences 4|Table Access|ecatalogue;ecollectionevents;eaccessionlots;eevents;eloans;elocations;econservation;ebibliography;erights;eparties;enarratives;emultimedia;econdition;einternal;ethesaurus;egazetteer;eoperations","","emu",2018-01-16,"21:18:03",2018-01-16,"21:18:03","emu","hthorwald","","","",""
1802,2418,6,"Group","Health Sciences Collections Manager","Table","Default","Column Access","Default","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","Group|Health Sciences Collections Manager|Table|Default|Column Access|Default|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1803,2419,5,"Group","Health Sciences Collections Manager","Table","Default","Operations","","","","","","daDefaults;daDelete;daDesign;daDisplay;daDittoAll;daEdit;daEditHelp;daEditQuery;daExport;daImport;daInsert;daMerge;daQuery;daRecall;daReplace;daReport;daSecurity;daTemplates","Group|Health Sciences Collections Manager|Table|Default|Operations|daDefaults;daDelete;daDesign;daDisplay;daDittoAll;daEdit;daEditHelp;daEditQuery;daExport;daImport;daInsert;daMerge;daQuery;daRecall;daReplace;daReport;daSecurity;daTemplates","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1804,2420,6,"Group","Health Sciences Collections Manager","Table","eaccessionlots","Column Access","Default","","","","","dvQuery;duQuery;dvDisplay;dvInsert;duInsert;dvEdit;duEdit","Group|Health Sciences Collections Manager|Table|eaccessionlots|Column Access|Default|dvQuery;duQuery;dvDisplay;dvInsert;duInsert;dvEdit;duEdit","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1805,2421,5,"Group","Health Sciences Collections Manager","Table","eaccessionlots","Operations","","","","","","daDisplay;daEdit;daInsert;daQuery;daReport","Group|Health Sciences Collections Manager|Table|eaccessionlots|Operations|daDisplay;daEdit;daInsert;daQuery;daReport","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
1806,2422,6,"Group","Health Sciences Collections Manager","Table","ecatalogue","Column Access","AdmPublishWebNoPassword","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","Group|Health Sciences Collections Manager|Table|ecatalogue|Column Access|AdmPublishWebNoPassword|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","emu",2018-01-16,"21:18:02",2018-01-16,"21:18:02","emu","emu","","","",""
